Word Count,Word
0.35601123485142994,الله
0.2085013455656047,اللهم
0.2071696879876629,ان
0.14241638716190663,انا
0.1418281434913758,والله
0.1234279402770027,الاردن
0.12338454233419048,الى
0.10873022798929094,اللي
0.10519673691959947,ربنا
0.09923573487029759,مش
0.097507814402757,يارب
0.09335854570476736,الا
0.09001896829701697,لله
0.08977139444491009,الي
0.08728399567107722,رب
0.08537086745188825,انت
0.08348751408764837,فى
0.07775900188034564,هيك
0.07466142360675426,الحمد
0.0733156303443259,اذا
0.0722054175893175,شو
0.07051371190493616,انه
0.06938895722848419,الحياه
0.068239076037035,الناس
0.06652591740691642,المسلمين
0.0649972507936594,او
0.0642925039778787,ارزقنا
0.05996511268800431,يعني
0.05939814054188965,علي
0.05813396970606809,فعلا
0.05756650818048413,جدا
0.0562797157122759,الاسلام
0.055101120919185544,الطاقه
0.052497779487186425,بالله
0.05056781071908685,اكثر
0.05056781071908685,اي
0.05056781071908685,حرام
0.04999788522589184,شاء
0.04999788522589184,علينا
0.04999788522589184,كلام
0.04999788522589183,خير
0.04904459248062976,المفاعل
0.04803942018313251,ربي
0.0466232859982804,ناس
0.046051701859880924,البرنامج
0.046051701859880924,الدنيا
0.046051701859880924,انك
0.04521519979294154,النووي
0.04460566931553115,اشي
0.04460566931553115,انو
0.04403310344282038,اني
0.04403310344282038,ده
0.04403310344282038,يكون
0.04316875212683553,الدين
0.04316875212683553,عاهات
0.04255548215806264,احلى
0.04255548215806264,الخير
0.04255548215806264,وين
0.04255548215806263,اجعلنا
0.04198180641461755,يوم
0.04047070511890831,جميل
0.03989576452318372,اكيد
0.03989576452318372,الواحد
0.03989576452318372,شي
0.03989576452318372,شيء
0.03897160784297088,حب
0.038349053449954484,ابو
0.03777265811098109,عليكم
0.037772658110981086,احسن
0.03681633706895362,تكون
0.03618792156847296,اصبح
0.03618792156847296,الحب
0.03618792156847296,جميله
0.036187921568472954,فيك
0.03610733601469614,النوويه
0.03560983534638631,حسن
0.03560983534638631,شباب
0.03560983534638631,لان
0.03560983534638631,مو
0.0356098353463863,حلو
0.0356098353463863,سوبر
0.0356098353463863,هاي
0.0356098353463863,يلعن
0.03398431114057257,الخشوع
0.03398431114057257,الشعب
0.03398431114057257,سوريا
0.03340423529397504,عشان
0.033404235293975036,اجمل
0.033404235293975036,العرب
0.033404235293975036,اول
0.033404235293975036,دائما
0.033404235293975036,صباحك
0.033404235293975036,عليهم
0.033404235293975036,كتير
0.033404235293975036,لكل
0.033404235293975036,ليش
0.033404235293975036,نفسي
0.03309839134680479,صباحكم
0.03237860612890467,الجنه
0.03237860612890467,الوطن
0.03237860612890467,رح
0.03237860612890466,شئ
0.03173473631099573,البلد
0.031152285212191523,برنامج
0.031152285212191523,حد
0.031152285212191523,حدا
0.031152285212191523,حلوه
0.031152285212191523,دين
0.031152285212191523,روح
0.031152285212191523,عنا
0.031152285212191523,للاسف
0.031152285212191523,محمد
0.031152285212191523,منهم
0.031152285212191523,وانا
0.03008944667891345,اجعل
0.030089446678913445,مسخره
0.029435096480822424,طاقه
0.029435096480822424,قلبي
0.02943509648082242,كثير
0.028849760282723392,العمل
0.028849760282723392,زي
0.028849760282723392,صح
0.028849760282723392,عنجد
0.028849760282723392,فيهم
0.028849760282723392,لجنه
0.02884976028272339,ابدا
0.02884976028272339,اكبر
0.02884976028272339,الارض
0.02884976028272339,العالم
0.02884976028272339,ام
0.02884976028272339,جد
0.02884976028272339,قصه
0.02884976028272339,كلامك
0.02884976028272339,كنت
0.02884976028272339,مره
0.028518912373281004,اللى
0.028518912373280997,يع
0.027080502011022106,نعمه
0.027080502011022103,جامعات
0.0270805020110221,رائع
0.0270805020110221,يهدي
0.026491586832740183,الرجال
0.026491586832740183,هاد
0.02649158683274018,احد
0.02649158683274018,اخر
0.02649158683274018,اخلاق
0.02649158683274018,اصلا
0.02649158683274018,اصلح
0.02649158683274018,العافيه
0.02649158683274018,القرار
0.02649158683274018,الكلام
0.02649158683274018,بكل
0.02649158683274018,جهنم
0.02649158683274018,دكتور
0.02649158683274018,ستار
0.02649158683274018,طيب
0.02649158683274018,فقط
0.02649158683274018,قلوبنا
0.02649158683274018,كلهم
0.02649158683274018,مين
0.02649158683274018,وش
0.026160462362000692,انشاء
0.025350144331805338,قال
0.025350144331805338,وهي
0.024665030199239747,اكون
0.024665030199239747,الاردني
0.024665030199239747,اليك
0.024665030199239747,بارك
0.024665030199239747,تعالى
0.024665030199239747,شعب
0.02407155734313076,دايما
0.02407155734313076,مجنون
0.024071557343130757,اصحاب
0.024071557343130757,اعنا
0.024071557343130757,اغفر
0.024071557343130757,التخلف
0.024071557343130757,اله
0.024071557343130757,الوفاء
0.024071557343130757,اما
0.024071557343130757,امثالك
0.024071557343130757,انهم
0.024071557343130757,ايه
0.024071557343130757,بجد
0.024071557343130757,بحب
0.024071557343130757,خيرا
0.024071557343130757,دي
0.024071557343130757,شيخ
0.024071557343130757,صحيح
0.024071557343130757,طبعا
0.024071557343130757,قرار
0.024071557343130757,قرف
0.024071557343130757,كله
0.024071557343130757,معنى
0.024071557343130757,وربنا
0.023758185044083648,المياه
0.023758185044083644,ونعم
0.022890404566750608,الكلب
0.022890404566750604,مفاعل
0.022181376290329673,الاخلاص
0.022181376290329673,النار
0.022181376290329673,عمل
0.022181376290329673,وكل
0.02218137629032967,النهايه
0.022181376290329666,الحق
0.022181376290329666,بلا
0.02158190142433478,ابن
0.02158190142433478,افضل
0.02158190142433478,الانسان
0.02158190142433478,التعليم
0.02158190142433478,الحكومه
0.02158190142433478,الحمدلله
0.02158190142433478,الشمسيه
0.02158190142433478,العقل
0.02158190142433478,الكريم
0.02158190142433478,الوقت
0.02158190142433478,انفسنا
0.02158190142433478,اهدنا
0.02158190142433478,بدهم
0.02158190142433478,بدون
0.02158190142433478,بعدين
0.02158190142433478,حاجه
0.02158190142433478,دم
0.02158190142433478,ربك
0.02158190142433478,كلها
0.02158190142433478,منك
0.02158190142433478,نفسه
0.02158190142433478,يتقبل
0.02158190142433478,يجب
0.021581901424334776,انسان
0.021581901424334776,بخزي
0.021581901424334776,رائعه
0.021581901424334776,كانت
0.021581901424334776,وجهك
0.020364158609214554,امام
0.01962034677150052,اردني
0.01962034677150052,البنزين
0.01962034677150052,الف
0.01962034677150052,انها
0.01962034677150052,بدل
0.01962034677150052,سلمت
0.01962034677150052,طريق
0.01962034677150052,عنده
0.01962034677150052,كلنا
0.01962034677150052,لى
0.01962034677150052,مسلم
0.01962034677150052,مهزله
0.01962034677150052,نور
0.019012608248854004,اثار
0.019012608248854004,احب
0.019012608248854004,ارحم
0.019012608248854004,اقول
0.019012608248854004,الاردنيه
0.019012608248854004,الجميع
0.019012608248854004,الشخص
0.019012608248854004,الطريق
0.019012608248854004,القلوب
0.019012608248854004,امر
0.019012608248854004,امل
0.019012608248854004,امين
0.019012608248854004,انما
0.019012608248854004,اهل
0.019012608248854004,جميعا
0.019012608248854004,جورج
0.019012608248854004,حبك
0.019012608248854004,حول
0.019012608248854004,سنه
0.019012608248854004,عدوله
0.019012608248854004,فاضي
0.019012608248854004,فينا
0.019012608248854004,كمان
0.019012608248854004,لانه
0.019012608248854004,معك
0.019012608248854004,ممكن
0.019012608248854004,نوويه
0.019012608248854004,وسوف
0.019012608248854004,ولك
0.019012608248854,اسال
0.019012608248854,الامه
0.019012608248854,القران
0.019012608248854,الكذب
0.019012608248854,المواطن
0.019012608248854,الوكيل
0.019012608248854,صدقت
0.019012608248854,صلى
0.019012608248854,عيب
0.019012608248854,كبيره
0.017769249042267073,انتم
0.017769249042267073,اوى
0.01697013217434546,الاقل
0.01697013217434546,الصدق
0.01697013217434546,النعمه
0.01697013217434546,بلد
0.01697013217434546,ترى
0.01697013217434546,ثانيه
0.01697013217434546,رحمه
0.01697013217434546,صلاتنا
0.01697013217434546,غباء
0.01697013217434546,فاشله
0.01697013217434546,مدارس
0.01697013217434546,هدا
0.016656759875298348,سياحه
0.016350288976250432,اجل
0.016350288976250432,احس
0.016350288976250432,اخبار
0.016350288976250432,اخي
0.016350288976250432,اسوء
0.016350288976250432,اضحك
0.016350288976250432,اكتر
0.016350288976250432,الابتسامه
0.016350288976250432,الاخلاق
0.016350288976250432,الاخوان
0.016350288976250432,البشر
0.016350288976250432,الرياح
0.016350288976250432,السر
0.016350288976250432,الشباب
0.016350288976250432,الشيعه
0.016350288976250432,العربي
0.016350288976250432,القلب
0.016350288976250432,الكل
0.016350288976250432,الماء
0.016350288976250432,المعلم
0.016350288976250432,النجاح
0.016350288976250432,النور
0.016350288976250432,الورد
0.016350288976250432,اليه
0.016350288976250432,اليوم
0.016350288976250432,امك
0.016350288976250432,اننا
0.016350288976250432,اهم
0.016350288976250432,باذن
0.016350288976250432,بان
0.016350288976250432,بدنا
0.016350288976250432,برامج
0.016350288976250432,بطني
0.016350288976250432,بني
0.016350288976250432,ثبتنا
0.016350288976250432,جزاك
0.016350288976250432,حال
0.016350288976250432,حسبنا
0.016350288976250432,حفظ
0.016350288976250432,حق
0.016350288976250432,حكي
0.016350288976250432,حمار
0.016350288976250432,ديننا
0.016350288976250432,راحه
0.016350288976250432,رسول
0.016350288976250432,رغم
0.016350288976250432,زمان
0.016350288976250432,زى
0.016350288976250432,شخص
0.016350288976250432,شكرا
0.016350288976250432,شىء
0.016350288976250432,شيئا
0.016350288976250432,صادقه
0.016350288976250432,ظالم
0.016350288976250432,عادي
0.016350288976250432,عارف
0.016350288976250432,عندهم
0.016350288976250432,عنك
0.016350288976250432,غبي
0.016350288976250432,فعل
0.016350288976250432,فقير
0.016350288976250432,قلبى
0.016350288976250432,قمه
0.016350288976250432,قوه
0.016350288976250432,كده
0.016350288976250432,كس
0.016350288976250432,كلمه
0.016350288976250432,كنا
0.016350288976250432,لازم
0.016350288976250432,مجانين
0.016350288976250432,مشاكل
0.016350288976250432,مشكله
